seller_id,n_items_sold,n_orders,gmv,freight_collected,mean_item_price,median_item_price,freight_to_price_ratio,n_categories,primary_category,first_sale_at,last_sale_at,active_months,tenure_days,n_delivered_orders,multi_seller_order_share,late_rate,mean_handling_days,median_handling_days,mean_transit_days,dispatch_sla_miss_rate,mean_route_distance_km,n_reviewed_orders,mean_review_score,detractor_rate,gmv_share,gmv_cumulative_share,gmv_rank,gmv_decile,seller_state,seller_region,suppress_small_n,analysis_start,analysis_end
2ff97219cb8622eaf3cd89b7d9c09824,96,89,4476.900000000002,1389.1299999999999,46.63437500000003,32.9,0.3102883691840334,14,housewares,2018-02-16 17:17:41,2018-08-25 14:09:50,7,190,87,0.02247191011235955,0.031914893617021274,1.1715325797872336,0.8345428240740741,7.067978230890466,0.031578947368421054,396.12828240197217,89,4.541666666666667,0.03125,0.0003306007203617562,0.8269695083578624,616,3,SP,Sudeste,false,2017-01-01,2018-08-31
8bd0e3abda539b9479c4b44a691be1ec,13,7,596.5500000000001,248.79000000000002,45.88846153846154,39.6,0.41704802615036457,1,health_beauty,2017-05-29 19:02:29,2018-01-06 23:02:42,7,222,6,0.0,0.3333333333333333,13.77567997685185,3.522060185185185,9.037925347222222,0.3333333333333333,743.1564122893463,7,1.6923076923076923,0.7692307692307693,4.405277306435381e-05,0.9788078144425085,1747,6,RS,Sul,true,2017-01-01,2018-08-31
2a1348e9addc1af5aaa619b1a3679d6b,55,52,2843.0000000000027,788.4000000000001,51.69090909090914,34.9,0.27731269785437895,12,auto,2017-01-14 01:16:14,2018-08-02 15:57:13,15,565,48,0.057692307692307696,0.29411764705882354,4.71854756717502,3.5805208333333334,22.171801697530857,0.37735849056603776,619.9318478431118,51,3.0,0.4074074074074074,0.00020994390046426617,0.886639607194503,840,3,MG,Sudeste,false,2017-01-01,2018-08-31
2078fe5066350e7d220c0ad3a3bbc6c1,1,1,29.9,38.14,29.9,29.9,1.2755852842809365,1,furniture_decor,2018-03-28 15:49:07,2018-03-28 15:49:07,1,0,0,0.0,,,,,,517.3845062067701,1,2.0,1.0,2.2079924811401874e-06,0.9998690239537029,2980,10,PR,Sul,true,2017-01-01,2018-08-31
116ccb1a1604bc88e4d234a8c23f33de,73,61,2004.89,943.4400000000002,27.464246575342468,16.0,0.4705694576759823,6,construction_tools_construction,2017-11-09 12:05:32,2018-08-21 21:49:19,10,285,61,0.03278688524590164,0.0273972602739726,1.3447215880263828,1.0074421296296296,7.008038749365802,0.0,378.00118092115156,61,4.602739726027397,0.0410958904109589,0.0001480529112211756,0.9172047895111229,1012,4,SP,Sudeste,false,2017-01-01,2018-08-31
430315b7bb4b6e4b3c978f9dfa9b0558,21,20,3118.4,586.23,148.4952380952381,69.0,0.18799063622370446,9,auto,2018-01-09 23:49:14,2018-08-06 10:23:00,7,209,19,0.0,0.05,3.8798495370370367,3.0411979166666665,10.146300347222224,0.14285714285714285,601.4484407697555,19,4.0,0.2,0.00023028106197951707,0.8763008463394674,793,3,SP,Sudeste,false,2017-01-01,2018-08-31
406822777a0b9eb5c50e442dd4cd3ec5,47,45,3648.080000000002,948.2600000000002,77.61872340425536,59.9,0.25993399267559913,2,toys,2017-10-30 16:01:24,2018-08-23 00:07:26,11,297,44,0.0,0.10869565217391304,2.0392836654589375,1.4429456018518518,11.298032155797104,0.02127659574468085,524.0159518134221,44,4.326086956521739,0.08695652173913043,0.0002693957595517692,0.8611363835173577,732,3,SP,Sudeste,false,2017-01-01,2018-08-31
4dbd95a08b31ede5c82d3f861cb1ce1a,6,6,1304.67,189.36,217.44500000000002,97.94500000000001,0.14514015038285544,2,books_general_interest,2017-05-21 11:56:58,2017-11-14 16:47:06,4,177,4,0.0,0.0,4.0167071759259265,4.2273553240740736,8.310028935185185,0.25,1257.323662322484,6,3.5,0.3333333333333333,9.634453345716283e-05,0.9457926879763568,1254,5,PR,Sul,true,2017-01-01,2018-08-31
e9e446d01bd10a97a8ffcfc4a3a20cb2,4,4,60.05,29.56,15.0125,15.625,0.4922564529558701,1,perfumery,2018-06-05 19:53:27,2018-07-08 19:59:16,2,33,3,0.0,0.0,1.3719521604938272,1.4222453703703704,2.8178125,0.0,36.73445751880224,4,3.5,0.25,4.434446437875193e-06,0.9993917453328223,2842,10,SP,Sudeste,true,2017-01-01,2018-08-31
d52cbce9845184537284a23c3bc3da0e,4,2,75.0,63.78,18.75,19.0,0.8504,1,stationery,2018-02-02 00:54:15,2018-03-02 10:30:09,2,28,2,0.0,0.0,3.0661400462962964,3.0661400462962964,6.951712962962963,0.0,669.5746980067428,2,5.0,0.0,5.538442678445286e-06,0.9990852796687351,2781,10,SC,Sul,true,2017-01-01,2018-08-31
d9a84e1403de8da0c3aa531d6d108ba6,59,54,1425.2000000000007,732.1399999999999,24.155932203389842,15.9,0.5137103564412009,5,toys,2018-02-22 15:13:31,2018-08-28 09:18:17,7,187,53,0.037037037037037035,0.05172413793103448,0.979669540229885,0.7794039351851851,6.104595506066411,0.0,373.86445869047844,54,4.559322033898305,0.06779661016949153,0.00010524518007093635,0.9399877361746838,1196,4,SP,Sudeste,false,2017-01-01,2018-08-31
9c690ceacd5c66731bf443ea810195cb,12,10,871.7999999999998,249.21999999999997,72.64999999999999,47.9,0.2858683184216564,2,housewares,2017-08-22 20:06:39,2018-08-06 01:16:56,7,349,10,0.0,0.0,1.2880738811728392,0.8034490740740741,5.904945023148148,0.0,219.82629436237752,10,4.416666666666667,0.08333333333333333,6.4378857694248e-05,0.9651150687010795,1496,5,MG,Sudeste,false,2017-01-01,2018-08-31
1f9ab4708f3056ede07124aad39a2554,79,78,13602.729999999981,2440.7799999999984,172.1864556962023,169.9,0.17943309909113844,1,baby,2017-01-27 18:00:27,2018-06-02 11:14:30,17,491,76,0.01282051282051282,0.05194805194805195,2.6763946007696,2.1265046296296295,11.424559884559882,0.1282051282051282,877.4526209910249,77,4.089743589743589,0.07692307692307693,0.0010045058716715725,0.5788749087617251,196,1,SP,Sudeste,false,2017-01-01,2018-08-31
1961c3e1272bfeceb05d0b78b5bbfdaf,4,3,896.0,49.42999999999999,224.0,219.0,0.05516741071428571,1,pc_gamer,2018-07-28 23:32:46,2018-08-18 22:35:15,2,21,2,0.0,0.0,1.3761766975308642,1.4915625,3.2925,0.0,209.55875081869814,3,3.75,0.25,6.616592853182635e-05,0.9641399047602592,1481,5,SP,Sudeste,true,2017-01-01,2018-08-31
d3e7d37c0df9aef383f3f2a15b0dddfb,1,1,161.0,40.34,161.0,161.0,0.25055900621118016,1,kitchen_dining_laundry_garden_furniture,2018-07-22 11:50:22,2018-07-22 11:50:22,1,0,1,0.0,0.0,2.1486342592592593,2.1486342592592593,9.942222222222222,0.0,647.7267299561679,1,5.0,0.0,1.1889190283062548e-05,0.9962482655757513,2453,8,PR,Sul,true,2017-01-01,2018-08-31
ec2e006556300a79a5a91e4876ab3a56,8,4,125.20000000000002,66.04,15.650000000000002,12.9,0.5274760383386581,2,housewares,2018-02-02 14:26:45,2018-08-15 14:02:53,3,194,2,0.0,0.5,10.667534722222223,10.667534722222221,1.8008969907407408,1.0,36.0506581118238,4,1.375,1.0,9.245506977884665e-06,0.9976751412091304,2588,9,SP,Sudeste,true,2017-01-01,2018-08-31
b2a6d334e2833acea353624840e25a0e,26,25,1650.9800000000012,387.6100000000001,63.49923076923081,68.7,0.2347757089728524,4,small_appliances,2017-08-05 18:56:35,2018-06-05 01:26:41,6,304,25,0.04,0.0,1.821947560541311,1.4407060185185185,8.481582086894589,0.038461538461538464,654.4123040534669,25,4.5,0.07692307692307693,0.00012191810791012807,0.9300362173240527,1108,4,SP,Sudeste,false,2017-01-01,2018-08-31
d3674f271c91f824f82d24d92011f669,20,20,1718.3000000000006,383.5200000000001,85.91500000000003,39.9,0.22319734621428153,2,perfumery,2017-07-07 13:26:33,2018-08-12 20:53:01,11,401,20,0.0,0.1,1.7773842592592595,1.6525983796296297,11.803464120370368,0.05,776.2168674500291,20,4.1,0.15,0.00012688941405830052,0.9269351265918656,1083,4,DF,Centro-Oeste,false,2017-01-01,2018-08-31
768de2a4fc06aacecb9a586ccc30746a,14,14,475.59999999999985,237.92999999999998,33.97142857142856,34.4,0.500273338940286,2,cool_stuff,2017-08-08 21:31:55,2018-05-18 10:33:52,7,283,13,0.0,0.0,2.2854674145299145,2.2940162037037037,12.551352386039888,0.0,818.5411994414992,14,4.428571428571429,0.07142857142857142,3.512111117158103e-05,0.9836648987027168,1871,7,DF,Centro-Oeste,false,2017-01-01,2018-08-31
a81466620e46a6970b22ef40379fdfc9,2,2,321.8,32.98,160.9,160.9,0.10248601615910502,1,computers_accessories,2017-10-11 10:15:04,2017-10-13 14:29:05,1,2,2,0.0,0.0,0.34029513888888885,0.34029513888888885,6.827262731481481,0.0,497.3450798614164,2,5.0,0.0,2.3763611385649243e-05,0.9897631516594599,2081,7,SC,Sul,true,2017-01-01,2018-08-31
5c030029b5916fed0986310385ec9009,10,7,4164.4,915.4999999999999,416.43999999999994,260.0,0.21983959273844972,1,housewares,2018-06-13 11:43:43,2018-08-20 14:44:08,3,68,7,0.0,0.0,0.739037037037037,0.6567592592592593,4.429756944444445,0.0,757.0596708604922,7,4.9,0.0,0.000307523875868234,0.8371499495058692,648,3,SC,Sul,true,2017-01-01,2018-08-31
c0f783394e37cd9c9d7f5f81141450fa,6,6,249.4,87.35,41.56666666666667,42.4,0.3502405773857257,1,uncategorized,2017-11-10 13:49:38,2017-12-13 17:14:37,2,33,6,0.0,0.0,2.2655439814814815,1.6853877314814816,10.65545138888889,0.0,394.9263941264763,5,3.6,0.2,1.841716805339006e-05,0.993008682761324,2235,8,SP,Sudeste,true,2017-01-01,2018-08-31
c353f8fc0ce8344999f17d578eb69a5e,2,2,175.98,36.59,87.99,87.99,0.20792135469939768,1,health_beauty,2017-01-23 07:23:50,2017-02-06 14:54:29,2,14,2,0.0,0.0,0.5682002314814815,0.5682002314814815,8.556880787037038,0.0,1237.898114141476,2,5.0,0.0,1.2995401900704018e-05,0.995798650368361,2417,8,RS,Sul,true,2017-01-01,2018-08-31
8444e55c1f13cd5c179851e5ca5ebd00,109,99,22873.209999999995,2078.0599999999995,209.84596330275224,131.9,0.09085126224084857,12,watches_gifts,2017-03-13 23:13:57,2018-07-05 17:01:31,17,479,92,0.020202020202020204,0.10784313725490197,10.959822757806826,7.721394675925926,10.09894108569354,0.27184466019417475,452.5161371272411,99,3.073394495412844,0.4036697247706422,0.0016890928327605531,0.47425986020654537,113,1,MG,Sudeste,false,2017-01-01,2018-08-31
28a26ebce31d5918b181ede016fd693b,1,1,29.9,17.14,29.9,29.9,0.5732441471571906,1,health_beauty,2018-08-13 15:55:29,2018-08-13 15:55:29,1,0,1,0.0,0.0,2.8936574074074075,2.8936574074074075,8.167233796296296,0.0,672.1723026958718,1,5.0,0.0,2.2079924811401874e-06,0.9998778559236275,2984,10,MG,Sudeste,true,2017-01-01,2018-08-31
41ab63a91b8b264e8c8780368bf1dd5b,13,12,2571.95,302.27,197.84230769230768,239.0,0.11752561286183635,7,small_appliances,2017-10-05 23:06:13,2018-07-12 09:28:43,7,280,12,0.08333333333333333,0.0,7.52738514957265,7.557696759259259,9.631526887464387,0.07692307692307693,736.613632453731,12,4.230769230769231,0.15384615384615385,0.00018992796862436472,0.897635990917833,895,3,MG,Sudeste,false,2017-01-01,2018-08-31
8759e7aedd644f487315e5860962f162,3,3,627.0,166.34,209.0,209.0,0.26529505582137164,1,home_appliances,2017-11-28 14:16:21,2017-12-27 17:50:31,2,29,3,0.0,0.3333333333333333,3.040347222222222,1.3666087962962963,28.566238425925928,0.0,1055.8252445371043,3,3.6666666666666665,0.3333333333333333,4.630138079180259e-05,0.9775941998675284,1720,6,SP,Sudeste,true,2017-01-01,2018-08-31
e546117ed9cafbc40239c0c78635c584,2,2,456.0,28.34,228.0,228.0,0.062149122807017544,1,perfumery,2018-04-23 17:07:27,2018-08-23 19:02:12,2,122,2,0.0,0.0,2.480277777777778,2.480277777777778,3.356527777777778,0.0,246.7126787836313,2,4.5,0.0,3.367373148494734e-05,0.984316004670126,1890,7,SP,Sudeste,true,2017-01-01,2018-08-31
d71d863e5ef30d94e440c11be17dcd8f,36,29,11900.9,754.7500000000002,330.5805555555555,129.0,0.06341957330958164,5,telephony,2017-10-15 20:06:58,2018-05-19 19:12:08,5,216,23,0.034482758620689655,0.1,10.80851195987654,11.552881944444444,8.760699074074072,0.5333333333333333,862.3799237223872,26,3.242424242424242,0.3939393939393939,0.0008788326996254601,0.6271481907770892,247,1,SP,Sudeste,false,2017-01-01,2018-08-31
0c7533c71df861ec58ad7ff999ed0e8d,73,61,2989.300000000003,874.2099999999998,40.94931506849319,39.9,0.2924463921319369,1,perfumery,2017-07-11 23:14:57,2018-07-28 10:25:00,12,382,61,0.04918032786885246,0.0410958904109589,2.882257261542365,2.265462962962963,7.4441577879249134,0.2054794520547945,440.5339822336722,61,4.082191780821918,0.1643835616438356,0.00022074755598235348,0.8812487928133403,815,3,SP,Sudeste,false,2017-01-01,2018-08-31
ef990a83bbea832f36ebe81376335aa8,44,43,4642.59,914.6500000000003,105.5134090909091,99.9,0.1970128742792278,2,sports_leisure,2017-11-27 20:25:14,2018-08-12 18:43:51,8,258,43,0.06976744186046512,0.20454545454545456,1.7567429503367,1.5608854166666668,14.632431081649829,0.0,763.6607708425616,43,3.659090909090909,0.25,0.00034283624792697735,0.8216173271989884,600,2,SC,Sul,false,2017-01-01,2018-08-31
41e0fa5761c886a630994a55c12087e7,5,5,423.6,68.31,84.72,84.6,0.16126062322946175,1,health_beauty,2018-04-03 16:31:37,2018-06-14 20:24:49,3,72,5,0.0,0.0,2.278912037037037,2.776122685185185,7.293831018518519,0.0,174.14896502558983,5,5.0,0.0,3.128112424785898e-05,0.9855571800127918,1928,7,SP,Sudeste,true,2017-01-01,2018-08-31
0747d5bb69f0586cc869d8af4c50f93e,13,12,273.8,178.32,21.06153846153846,14.9,0.6512783053323593,2,perfumery,2017-01-17 15:01:33,2017-06-25 17:54:26,5,159,10,0.0,0.09090909090909091,3.4960227272727282,2.3036805555555557,8.499108796296296,0.36363636363636365,419.4058003179999,12,3.3076923076923075,0.38461538461538464,2.021900807144426e-05,0.9920327515615781,2184,8,RJ,Sudeste,false,2017-01-01,2018-08-31
7d294cf9a6a69dc6a0c3e540fff0e039,5,5,257.25,194.13,51.45,51.45,0.7546355685131195,1,baby,2018-05-06 20:37:58,2018-08-01 19:42:37,4,87,5,0.0,0.0,1.846550925925926,1.7161226851851852,6.825458333333333,0.0,619.8746186365845,5,4.4,0.0,1.899685838706733e-05,0.9926741275928898,2217,8,SC,Sul,true,2017-01-01,2018-08-31
c89cf7c468a48af70aada384e722f9e2,14,14,745.0,226.00999999999996,53.214285714285715,50.0,0.30336912751677847,1,toys,2017-06-07 16:38:50,2018-08-06 14:31:24,8,425,14,0.0,0.07142857142857142,3.2142460317460313,1.9386921296296296,10.647725694444443,0.14285714285714285,522.7671210077702,13,4.0,0.15384615384615385,5.5015197272556507e-05,0.972601169731794,1622,6,RJ,Sudeste,false,2017-01-01,2018-08-31
13c2ed7698b3ca92dad49e849219da59,9,8,498.61,154.68,55.40111111111111,50.0,0.3102224183229378,1,perfumery,2018-01-03 20:20:26,2018-08-02 12:06:05,5,211,8,0.0,0.0,1.7779822530864198,1.1517708333333334,9.659308127572016,0.0,566.9958934413361,8,4.444444444444445,0.1111111111111111,3.682030538532806e-05,0.9826947983754226,1844,7,PR,Sul,true,2017-01-01,2018-08-31
cbbd5ae8f53de5f5097cd8217b529e24,2,2,351.8,70.44999999999999,175.9,175.9,0.20025582717453094,1,baby,2017-02-10 21:37:36,2017-02-12 00:02:36,1,2,1,0.0,0.0,3.670289351851852,3.670289351851852,17.08971064814815,0.0,1975.9170849439256,2,2.5,0.5,2.5978988457027357e-05,0.988616087750163,2035,7,SP,Sudeste,true,2017-01-01,2018-08-31
02ecc2a19303f05e59ce133fd923fff7,24,21,5264.189999999999,478.2100000000001,219.34124999999995,238.1,0.09084208586696153,3,furniture_decor,2017-06-18 18:04:34,2018-08-21 20:13:02,11,429,21,0.047619047619047616,0.0,3.511379243827161,3.106938657407407,6.694684124228396,0.125,481.14742737779255,21,4.541666666666667,0.08333333333333333,0.0003887388608459318,0.800557795466696,542,2,SP,Sudeste,false,2017-01-01,2018-08-31
c013e57c075a06e5b5c48ee03c525719,45,42,1971.5500000000002,857.1100000000002,43.812222222222225,42.99,0.4347391646166722,1,pet_shop,2018-02-27 15:10:06,2018-08-26 19:04:05,7,180,42,0.047619047619047616,0.06666666666666667,1.119582047325103,0.8559837962962963,7.761096965020575,0.022222222222222223,484.0750711148983,42,4.155555555555556,0.08888888888888889,0.00014559088883585073,0.918672171098875,1022,4,SP,Sudeste,false,2017-01-01,2018-08-31
55f7a3319d80f7fdf078b8f03e6725fe,22,22,3013.779999999999,406.66999999999985,136.98999999999995,129.49,0.13493685670486896,2,auto,2018-07-02 19:54:04,2018-08-22 21:06:11,2,51,22,0.0,0.045454545454545456,1.1972232744107745,0.9131076388888889,4.841358375420875,0.09090909090909091,400.8407115625194,22,3.772727272727273,0.18181818181818182,0.00022255530367259771,0.8801431475937702,810,3,SP,Sudeste,false,2017-01-01,2018-08-31
2d50d6282f8aa2257819a77bfaa0efe0,45,44,3353.48,798.0400000000003,74.52177777777777,50.0,0.23797368703555719,3,bed_bath_table,2017-08-31 13:43:07,2018-08-11 14:31:30,12,345,42,0.09090909090909091,0.09302325581395349,2.7377931201550396,2.825613425925926,10.556489287252365,0.044444444444444446,560.2045570547912,44,3.6444444444444444,0.24444444444444444,0.00024764075671083595,0.8696485201925829,765,3,SP,Sudeste,false,2017-01-01,2018-08-31
